Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Precaution_1,Precaution_2,Precaution_3,Precaution_4
malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
malaria, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
malaria, chills, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
malaria, chills, vomiting, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
malaria, chills, vomiting, high_fever, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
malaria, chills, vomiting, high_fever, sweating, nausea, diarrhoea, muscle_pain,,,,,,,,,,,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
malaria, chills, vomiting, high_fever, sweating, headache, diarrhoea, muscle_pain,,,,,,,,,,,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
malaria, chills, vomiting, high_fever, sweating, headache, nausea, muscle_pain,,,,,,,,,,,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
chicken pox, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
chicken pox,itching, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
chicken pox,itching, skin_rash, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
chicken pox,itching, skin_rash, fatigue, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
chicken pox,itching, skin_rash, fatigue, lethargy, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, malaise, red_spots_over_body,,,,,,,,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, muscle_pain, red_spots_over_body,,,,,drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, red_spots_over_body,,,,,drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain,,,,,drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
dengue, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,,drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
dengue, skin_rash, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,,drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
dengue, skin_rash, chills, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,,drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
dengue, skin_rash, chills, joint_pain, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,,drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
dengue, skin_rash, chills, joint_pain, vomiting, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,,drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
dengue, skin_rash, chills, joint_pain, vomiting, fatigue, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,,drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
typhoid, chills, vomiting, fatigue, high_fever, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,,eat high calorie vegitables,antiboitic therapy,consult doctor,medication
typhoid, chills, vomiting, fatigue, high_fever, headache, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,,eat high calorie vegitables,antiboitic therapy,consult doctor,medication
typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,,eat high calorie vegitables,antiboitic therapy,consult doctor,medication
typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,,eat high calorie vegitables,antiboitic therapy,consult doctor,medication
typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, toxic_look_(typhos), belly_pain,,,,,,,,eat high calorie vegitables,antiboitic therapy,consult doctor,medication
typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, belly_pain,,,,,,,,eat high calorie vegitables,antiboitic therapy,consult doctor,medication
typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos),,,,,,,,eat high calorie vegitables,antiboitic therapy,consult doctor,medication
typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,eat high calorie vegitables,antiboitic therapy,consult doctor,medication
typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,eat high calorie vegitables,antiboitic therapy,consult doctor,medication
typhoid, chills, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,,eat high calorie vegitables,antiboitic therapy,consult doctor,medication
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
hepatitis a, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
hepatitis a, joint_pain, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
hepatitis a, joint_pain, vomiting, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
hepatitis a, joint_pain, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
hepatitis b,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,consult nearest hospital,vaccination,eat healthy,medication
hepatitis b,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,consult nearest hospital,vaccination,eat healthy,medication
hepatitis b, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,,consult nearest hospital,vaccination,eat healthy,medication
hepatitis b,itching, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,,consult nearest hospital,vaccination,eat healthy,medication
hepatitis b,itching, fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,,consult nearest hospital,vaccination,eat healthy,medication
hepatitis b,itching, fatigue, lethargy, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,,consult nearest hospital,vaccination,eat healthy,medication
hepatitis b,itching, fatigue, lethargy, yellowish_skin, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,,consult nearest hospital,vaccination,eat healthy,medication
hepatitis b,itching, fatigue, lethargy, yellowish_skin, dark_urine, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,,consult nearest hospital,vaccination,eat healthy,medication
hepatitis b,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,,consult nearest hospital,vaccination,eat healthy,medication
hepatitis b,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,,consult nearest hospital,vaccination,eat healthy,medication
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite, family_history,,,,,,,,,,,,,Consult nearest hospital,vaccination,eat healthy,medication
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,,Consult nearest hospital,vaccination,eat healthy,medication
hepatitis c, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,,,Consult nearest hospital,vaccination,eat healthy,medication
hepatitis c, fatigue, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,,,Consult nearest hospital,vaccination,eat healthy,medication
hepatitis c, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,,,Consult nearest hospital,vaccination,eat healthy,medication
hepatitis c, fatigue, yellowish_skin, nausea, yellowing_of_eyes, family_history,,,,,,,,,,,,,Consult nearest hospital,vaccination,eat healthy,medication
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite, family_history,,,,,,,,,,,,,Consult nearest hospital,vaccination,eat healthy,medication
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes,,,,,,,,,,,,,Consult nearest hospital,vaccination,eat healthy,medication
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,,Consult nearest hospital,vaccination,eat healthy,medication
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,,Consult nearest hospital,vaccination,eat healthy,medication
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,consult doctor,medication,eat healthy,follow up
hepatitis d, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,consult doctor,medication,eat healthy,follow up
hepatitis d, joint_pain, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,consult doctor,medication,eat healthy,follow up
